video_id,title,language,categories,gt_usable,is_special,zero_edge_gt,gt_nodes,gt_edges,has_standard,has_parsimonious,in_paired_comparison,study_eligible,std_svc_f1,std_edge_f1,pars_svc_f1,pars_edge_f1
QM96Fv_NAnw,INT: Seismic Data Visualization Platform Designed for Cloud,English,interactive,True,False,False,7,6,True,True,True,True,92.31,42.86,92.31,54.55
QOtCpD23118,LeasePlan: Leverages Serverless to Increase Driver Safety Reduce Fleet Costs and Lower Risk,English,data_ingestion,True,False,False,11,10,True,True,True,True,75.0,72.73,75.0,76.19
Qi9soN5bpU4,ITTStar: AIpowered Search and Discovery of Luxury Goods for Retailers and Wholesalers,English,interactive,True,False,False,8,10,True,True,True,True,100.0,82.35,100.0,75.0
QnmmTIYZxNI,Adobe: Simplifying Networking Across Thousands of AWS Accounts with AWS Transit Gateway LIVE,English,other,False,False,False,8,6,True,True,True,False,100.0,72.73,100.0,36.36
QnwfcDZkwh8,Mediaset: Achieving an Omni-Channel Broadcasting Voting System Near Realtime at Scale,English,interactive,True,False,False,13,18,True,True,True,True,78.26,66.67,86.96,57.14
QuyZHin9B70,Veritas: Architecting a Global File System with AWS Storage and InfoScale,English,other,False,False,True,4,0,True,True,True,False,80.0,0.0,66.67,0.0
Qz8uXtDC1bY,Fundbox: Simplifying Ways to Query and Analyze Data by Different Personas - Go Serverless!,English,compute_intensive,True,False,False,14,17,True,True,True,True,100.0,81.25,95.24,81.25
R-DPMUjZEf4,Logicworks: HIPAA Compliance and SSL Termination with Thousands of Certificates,English,other,True,False,False,7,6,True,True,True,True,88.89,90.91,80.0,83.33
RCWl0rf8lpE,Cognizant: Beyond Prediction with a Unique Evolutionary AI Platform,English,compute_intensive,True,False,False,7,10,True,True,True,True,100.0,82.35,88.89,76.19
RU__HBEMDvQ,BookMyShow: How BMS Scaled Data Analytics to Handle 28M Ticket Sales with Modern Data Architecture,English,data_ingestion,True,False,False,9,10,True,True,True,True,82.35,35.29,82.35,58.82
RxAmb57NCPM,Zalando: Highly Scalable Data Processing Pipeline,English,data_ingestion,True,False,False,13,12,True,True,True,True,90.91,78.26,90.91,78.26
S-JSSZZaa94,Samsung Health: Scaling Mobile Application Development with Amazon EKS,English,interactive,True,False,False,8,11,True,True,True,True,76.92,31.58,76.92,42.86
S85DeDgWQSc,San Diego Gas & Electric: Using Image Recognition and Machine Learning to Reduce Wildfire Risk,English,data_ingestion,True,False,False,12,14,True,True,True,True,85.71,58.33,85.71,58.33
SC6n6J8Bi58,EMnify: Building a Cloud Native Mobile Network for IoT Leveraging AWSs Global Infrastructure,English,interactive,True,False,False,11,15,True,True,True,True,87.5,50.0,75.0,50.0
SSWwnNVYi_Q,NHS Digital: From 137 Minutes to 137 Seconds Using EMR,English,data_ingestion,True,False,False,8,10,True,True,True,True,92.31,53.33,85.71,50.0
SpIlpGxuwFM,Northwestern Mutual: Reducing CI CD Cycle Time with Automation Using AWS CDK Serverless Architecture,English,other,True,False,False,8,8,True,True,True,True,87.5,66.67,87.5,66.67
StSuG6-iKW4,ThingCo: Billions of Data Points Per Day with a NextGeneration Serverless Telematics Platform,English,interactive,True,False,False,10,7,True,True,True,True,84.21,53.33,84.21,53.33
SxFag4CMWU8,Sisense: Using Amazon EKS and FSx for Lustre for Multi-Source Data Ingestion and Presentation,English,data_ingestion,True,False,False,11,14,False,False,False,False,,,,
T048vs9p1h4,DBS Bank: Scalable Serverless Compute Grid on AWS,English,compute_intensive,True,False,False,12,23,True,True,True,True,87.5,68.42,87.5,48.48
TTlyNWh0gjM,Zoho Site24x7: Building Scalable Realtime User Monitoring Systems on AWS,English,control,True,False,False,11,15,True,True,True,True,80.0,41.67,62.5,41.67
U1P8vZTEB-k,GSR: A Crypto Market Maker and Ecosystem Partner,English,"compute_intensive,control",True,False,False,12,14,True,True,True,True,86.96,51.85,90.91,74.07
U1kY6nSS2YQ,Amdocs: DevOps Ecosystem Setup for Telco using Kubernetes-Based Microservices Platform,English,other,False,False,False,11,18,True,True,True,False,80.0,27.27,87.5,27.27
U8xlmurP-6o,Simplex: Building a Scalable Serverless Cryptocurrency Platform,English,interactive,True,False,False,10,10,True,True,True,True,100.0,80.0,100.0,84.21
Ujs9o3CXUTU,Telefónica Tech AI of Things: Providing Data Insights and ML to Organizations with AI Suite (Span.),English,other,False,False,False,8,2,True,True,True,False,82.35,28.57,73.68,25.0
UsngU-HjH_Q,ViacomCBS: Multiplatform Distribution Powered by AWS,English,control,True,False,False,9,10,True,True,True,True,87.5,30.0,77.78,10.0
Vrx9csoawWc,FINRA: Petabyte-Scale Data Analysis on AWS,English,data_ingestion,True,False,False,7,21,True,True,True,True,83.33,38.71,66.67,32.26
W5qVQr-n5M8,FICO: Fraud Detection and AntiMoney Laundering with AWS Lambda and AWS Step Functions,English,compute_intensive,True,False,False,10,20,True,True,True,True,80.0,55.17,75.0,53.33
W96L6ICcF3s,Samsung Electronics: Samsung Developer Portal Using Serverless Container Services,English,interactive,False,False,True,7,0,True,True,True,False,80.0,0.0,80.0,0.0
WS2Qgx0qgCM,Airbnb: Securing MultiTenant Kubernetes Clusters at Scale,English,control,True,False,False,6,8,True,True,True,True,90.91,40.0,100.0,93.33
WYK-smWKywA,SGX: Building & Securing a One Stop App for Retail Investors on AWS,English,interactive,True,False,False,11,23,True,True,True,True,78.26,47.06,78.26,47.06
WZ4YL4Z177Q,Delhivery: Building a Supply Chain Technology Platform for Speed  Network Optimization,English,"data_ingestion,interactive",True,False,False,12,14,False,False,False,False,,,,
Wk9mCHyjtBU,Veracode: Eliminating Application Security Bugs Through DevSecOps at Scale,English,"compute_intensive,interactive",True,False,False,10,16,True,True,True,True,93.33,54.55,87.5,50.0
WtCfHP6rUAY,Coople: Serverless CQRS and Event Sourcing,English,"interactive,control",True,False,False,11,13,True,True,True,True,83.33,76.19,76.92,60.87
Wur1GWB03hk,Lockheed Martin: Using Alexa for Business to Securely Access Program Management Status,English,interactive,True,False,False,9,14,True,True,True,True,100.0,78.26,100.0,44.44
WxMBuBBIwpI,NextRoll: Driving OpEx Efficiency for Ad Bidding Engines LIVE,English,data_ingestion,True,False,False,6,7,True,True,True,True,66.67,33.33,83.33,66.67
X3mC6Yfd138,PredictHQ: Global Demand Intelligence for Data at Hyperscale,English,data_ingestion,False,False,False,9,10,True,True,True,False,57.14,0.0,57.14,0.0
XG6mHvi4eNU,Avaloq: Automating the Provisioning of a Bank-in-a-Box in Minutes Using Amazon EKS,English,control,True,False,False,6,10,True,True,True,True,83.33,62.5,100.0,75.0
XGVWdSnml6A,Toyota Research Institute: On-Demand Self-Service Portal for Data Scientists to Process Data Sets,English,compute_intensive,True,False,False,7,8,True,True,True,True,76.92,26.67,66.67,26.67
XUCGMzLx8wY,Mytona: How a ML Recommendation System was Built for Gaming,English,data_ingestion,True,False,False,8,9,True,True,True,True,80.0,47.06,93.33,47.06
XgJUsBDQILQ,Klika Tech and Stonehenge: Smart Apartments with Alexa  AWS IoT Special Episode,English,data_ingestion,True,True,False,9,8,False,False,False,False,,,,
Xi6tDqctLsY,Salary Overflow: Bringing Transparency to Tech Salaries,English,interactive,True,False,False,8,16,True,True,True,True,100.0,66.67,100.0,76.92
XmIhHtPJWog,HDI Group: Automated Security and Compliance Issue Remediation Using Cloud Native Services,English,interactive,True,False,False,10,10,True,True,True,True,90.0,90.0,100.0,100.0
XpFNznmRoQ0,Healthfirst: Wrangling Data the Event Driven Way,English,data_ingestion,True,False,False,12,16,True,True,True,True,80.0,73.33,80.0,73.33
XqsgQxyZ2Tw,1plusX: A RealTime Data Management Platform on AWS,English,data_ingestion,True,False,False,11,16,True,True,True,True,80.0,51.85,60.0,14.81
YT21s0_ZJVQ,AMPOS: Managing Systems Across AWS Global Regions and China Regions,English,data_ingestion,False,False,False,7,2,True,True,True,False,93.33,28.57,93.33,28.57
YV8e36ZywLk,Syntax: Extract and Leverage SAP Data with AWS Services,English,other,True,False,False,5,4,True,True,True,True,80.0,0.0,80.0,0.0
YiOTd6IfGoU,Go Global: Processing Tens of Different Event Types on a Generic Data Lake Architecture (Hebrew),Hebrew,data_ingestion,True,False,False,12,13,True,True,True,True,81.82,66.67,81.82,66.67
YjASp_VccmI,Vidsy: See How Vidsy Run Their Content Platform on AWS,English,interactive,False,False,False,10,6,True,True,True,False,87.5,66.67,87.5,76.92
Yju3yReAQtc,Fortinet Uses AWS Serverless to Provide a Highly Available ControlPlane for their FortiWeb CloudWAF,English,interactive,True,False,False,7,7,True,True,True,True,85.71,50.0,80.0,46.15
YlGUMhls9ZA,Veolia: Serverless Solution for Cost Optimization on AWS (French),French,compute_intensive,True,False,False,14,18,True,True,True,True,100.0,87.5,100.0,81.25
YosezjoL4MU,Korean Airline: Data Warehouse Modernization on AWS Korean,Korean,control,True,False,False,12,11,True,True,True,True,95.65,95.24,95.65,70.59
YrEc8oMIxDs,Thales: Automate Security Threat Detection and Remediation with AWS Security Services French,French,data_ingestion,True,False,False,10,14,True,True,True,True,100.0,78.26,100.0,78.26
ZA_0RMeeWpY,Dome9: CloudBots Make Compliance Easy,English,compute_intensive,True,False,False,5,8,False,False,False,False,,,,
ZCj2wuKBBu4,Nike: A Social Graph at Scale with Amazon Neptune,English,data_ingestion,True,False,False,9,9,True,True,True,True,87.5,58.82,80.0,40.0
ZNt9qI_LlPk,Autodesk Data Platform: Product Usage RealTime Analytics Using an Event Driven Architecture,English,data_ingestion,True,False,False,5,10,True,True,True,True,100.0,63.16,90.91,52.63
ZPsBzAwJzoI,NAGRA: NexGuard Watermarking for Securing Streaming Content Using AWS,English,interactive,True,False,False,12,17,True,True,True,True,81.82,55.17,78.26,55.17
ZcY8DG-785w,TMA 2020 Special Episode Reprise: Halodoc,English,control,False,True,False,2,1,False,False,False,False,,,,
ZsabzCVjkIk,Mikamai: Standard Architectures for Modern Web Applications Italian,Italian,control,False,False,False,10,8,True,True,True,False,100.0,93.33,100.0,85.71
_EPfIJnBCoM,PayGo: Leveraging Smart Meters to Help Customers Conserve Energy!,English,interactive,True,False,False,6,5,True,True,True,True,90.91,61.54,100.0,61.54
_iHahE9-0e8,This is My Architecture: Analytics Customer Spotlight,English,control,False,True,False,2,1,False,False,False,False,,,,
_pXybA6832o,Olikka: Self Service Hub with Alexa,English,interactive,True,False,False,9,11,True,True,True,True,82.35,81.82,87.5,81.82
_vjB_vF4Uec,Nasuni: Building a Global File Lock Service on AWS,English,interactive,True,False,False,6,9,True,True,True,True,83.33,33.33,83.33,12.5
a1sEfGVDpEQ,Swiss Post Ltd: Security and Compliance of AWS Accounts at Scale German,German,data_ingestion,True,False,False,10,13,True,True,True,True,92.31,81.82,92.31,70.0
a59halVklMI,Ashok Leyland: Running Telematics at Scale,English,data_ingestion,True,False,False,12,16,True,True,True,True,87.5,66.67,94.12,72.0
a6kqyqTNJM4,Seera Group: Transforming Online Travel Booking with Microservices,English,interactive,True,False,False,11,15,True,True,True,True,77.78,23.08,84.21,41.67
aAYvbRhZFPo,Xero: Global Load Balancing for File Transfer Services LIVE,English,data_ingestion,False,False,False,7,6,True,True,True,False,92.31,36.36,92.31,36.36
aN26J-7q9Hw,Qonto: How to Leverage Serverless Technologies to Quickly Achieve PCIDSS Compliance French,French,control,True,False,False,10,13,False,False,False,False,,,,
aOY6YCpcjz8,HubSpot: Task Queueing System Built on top of Amazon SQS,English,compute_intensive,True,False,False,11,14,True,True,True,True,85.71,80.0,75.0,80.0
aOZ4H98XROc,Cyxtera: How to Enable Secure Zero Trust Access to AWS Resources  Hybrid Architectures,English,data_ingestion,True,False,False,8,9,True,True,True,True,71.43,12.5,71.43,13.33
aQFztbu0BG0,Discover Financial Services: Enabling a PCI Compliant Data Science Platform,English,data_ingestion,True,False,False,8,8,True,True,True,True,83.33,75.0,83.33,75.0
aY-wF9g0qkM,globaldatanet: Using AI to Build a Multi-Tenant SaaS Construction Site Monitoring Solution,English,interactive,True,False,False,10,14,True,True,True,True,76.92,52.17,76.92,43.48
acm-HWJhEOA,Careem: Identity Based Fraud Detection Using Neptune and Neptune ML,English,data_ingestion,True,False,False,8,14,True,True,True,True,75.0,58.33,70.59,48.0
ameanoaMldM,Bristol-Myers Squibb: Enabling DevOps with AWS Service Catalog,English,other,False,False,False,7,2,True,True,True,False,87.5,16.67,87.5,20.0
amh7nzl32v4,Melco Resorts & Entertainment: Serverless Architecture Pattern for Melco Club Mobile App,English,interactive,True,False,False,8,14,True,True,True,True,100.0,57.14,100.0,57.14
asZIXK7V-U4,Ounass: Building a Scalable Recommender Architecture Powered by the Word2vec Algorithm,English,data_ingestion,True,False,False,10,16,True,True,True,True,100.0,89.66,100.0,75.86
az-C2c33trQ,Adikteev: ROI Analysis of Advertising Campaigns From Data Ingestion to Prediction Dashboards,English,data_ingestion,True,False,False,8,17,True,True,True,True,100.0,69.23,100.0,69.23
b93-zn-DtBw,JD Power: Building a Rankings  Insights Engine with Data Lakes  Machine Learning on AWS,English,data_ingestion,False,False,False,9,4,True,True,True,False,88.89,26.67,88.89,28.57
bQqJpjv-FXs,ēdn: Reinventing Indoor Gardening with Interactive Workflows Using AWS IoT Core and Amazon Pinpoint,English,data_ingestion,True,False,False,6,5,True,True,True,True,76.92,61.54,76.92,61.54
bikXzsVihF4,United Airlines: How to Use AWS Backup to Protect Data from Ransomware Events,English,other,True,False,False,7,10,True,True,True,True,100.0,58.82,93.33,47.06
bqZWYmRAka0,DBS Bank: Architecting Quant Pricing Engine for Performance with Amazon ElastiCache,English,compute_intensive,True,False,False,5,5,True,True,True,True,80.0,44.44,80.0,47.06
bxvZBfbyhiA,OnScale: Deploying HPCs for CAE Workloads on AWS,English,compute_intensive,True,False,False,9,12,True,True,True,True,93.33,70.0,93.33,73.68
c-1GXhOOOww,Anchor Operating System: Building a Serverless Guest Sightseeing Journey Seamlessly,English,interactive,True,False,False,9,16,True,True,True,True,77.78,28.57,70.59,38.46
c2TGPlvAHLs,NuData Security: Identity Validation with Amazon SageMaker,English,"compute_intensive,interactive",True,False,False,6,5,False,False,False,False,,,,
c6yBZBMwtLk,RSI: Affordably Modernizing Audio and Video Content Management Italian,Italian,"data_ingestion,compute_intensive",True,False,False,11,13,True,True,True,True,88.89,72.0,88.89,69.23
c8615P0yfi8,Ounass: Building a Scalable Recommender Architecture Powered by the Word2vec Algorithm (Arabic),Arabic,data_ingestion,False,False,True,10,0,True,True,True,False,100.0,0.0,100.0,0.0
c863uNkF0w4,ENGIE Digital: Using Spot Instances to Optimize Costs for Operations Platform for Energy Assets Fr,English,data_ingestion,True,False,False,10,8,True,True,True,True,66.67,46.15,82.35,46.15
cRxvZBIa-gI,"Equifax: Achieving Cost Savings and Reliability with EKS, Graviton2, and Aurora Global",English,interactive,True,False,False,5,4,True,True,True,True,54.55,0.0,36.36,0.0
cZuoiXQ0xUk,Leaven: Machine Learning at Massive Scale to Protect Human Life,English,compute_intensive,True,False,False,8,13,True,True,True,True,85.71,47.62,85.71,47.62
ccPhkyPm_3w,Imperva: Building Real-Time Streaming Data Pipelines Using Amazon MSK,English,data_ingestion,True,False,False,6,6,True,True,True,True,83.33,57.14,83.33,33.33
chQ1phTqvnY,Hi Res Cam: High Performance Object Detection with AWS Lambda Rekognition  TensorFlow German,German,"data_ingestion,compute_intensive",True,False,False,10,24,True,False,False,False,100.0,52.94,,
cmYI6axlicc,Pirelli: Building a Data Platform at Scale,English,data_ingestion,True,False,False,10,14,True,True,True,True,66.67,25.0,66.67,26.09
cmlhEbm1kPk,DXC  Munich Re: Amazon Connect with AWS Machine Learning Services,English,compute_intensive,True,False,False,9,18,True,True,True,True,87.5,37.04,77.78,34.48
cnZeOytEkIM,Property Finder: Running Production Workloads with Amazon EKS on 100% Amazon EC2 Spot Instances,English,interactive,True,False,False,6,6,True,True,True,True,100.0,66.67,100.0,61.54
co4_t2gN1T8,AC3: Multi-stage Geospatial Data Lake with Step Functions (LIVE),English,interactive,True,False,False,9,16,True,True,True,True,87.5,64.0,100.0,72.0
d0EE1HuZSEU,William Hill: Highperformance DDOS Protection with AWS,English,control,True,False,False,13,21,True,True,True,True,92.31,66.67,92.31,66.67
dAQhNjwkOX8,Cation Consulting: How to Build a Scalable Chatbot and Deploy to Europe's Largest Airline,English,"data_ingestion,interactive",True,False,False,14,24,True,True,True,True,95.24,57.89,81.82,50.0
dWCQw_KvlYQ,DAZN: Key Moments in Sport on Live Streaming Video,English,data_ingestion,True,False,False,12,15,False,False,False,False,,,,
dy-drIboyNA,Healthdirect Australia: Using AWS to Connect People with Healthcare,English,"data_ingestion,interactive",True,False,False,15,13,True,False,False,False,94.12,80.0,,
e3N5ZuHh7G0,Wag: Deploying BlueGreen Architecture for Increased Availability and Reduced Risk,English,control,False,False,False,6,6,True,False,False,False,75.0,40.0,,
eEfWd4EgH_s,Homegate AG: A Serverless Real Estate Platform,English,data_ingestion,True,False,False,10,10,True,True,True,True,85.71,84.21,85.71,84.21
ec6j-MaOSUc,Treasury Intelligence Solutions: Managing Data Growth & Scalability with a Secure Data Lake,English,data_ingestion,True,False,False,11,20,True,True,True,True,90.0,48.28,95.24,55.17
ekXdohpAy5U,Accenture: Natural Language Processing and Graph Databases for the Oil and Gas Industry,English,data_ingestion,True,False,False,6,9,True,True,True,True,83.33,66.67,83.33,57.14
f5EJBUfGZtw,Expedia: Salesforce Integration with AWS,English,data_ingestion,True,False,False,10,8,True,True,True,True,94.12,82.35,88.89,77.78
fOgb0Es-lVs,Deluxe One: Unifying Modern Content Creation and Delivery at Scale,English,control,False,False,False,7,6,True,True,True,False,72.73,76.92,72.73,71.43
fRv8sOUyhZw,Ippon with Euler Hermes: Transforming a Monolithic Application of Data Analytics with Microservices,English,data_ingestion,True,False,False,10,13,True,True,True,True,94.12,86.96,82.35,66.67
fSV0u48sEVg,Social Quantum: Using Serverless in Gaming,English,interactive,True,False,False,7,11,True,True,True,True,85.71,21.05,100.0,69.57
fTxvwVj02P0,Simpego: Swiss InsurTech Running All Core Business Processes on AWS (German),German,"data_ingestion,interactive",True,False,False,8,10,True,True,True,True,85.71,70.59,85.71,70.59
fppIOuRMI2g,Instructure: Elevating Digital Education to the Next-Level Event Driven CI/CD Deployments Globally,English,control,True,False,False,7,7,True,True,True,True,100.0,92.31,100.0,92.31
ftIdBG-UgFY,AQR: Using ECS to Provide Dev Teams Security & Authentication on a Scalable Container Platform,English,control,True,False,False,8,9,True,True,True,True,85.71,57.14,100.0,46.15
gD8pzUnXgsU,Liberty Mutual: Moving Towards RealTime Financial Closing Using AWS,English,data_ingestion,True,False,False,6,4,False,False,False,False,,,,
gcgtLDB0cKA,CMD by Mantel Group: Ensuring Safe Vessel Transit at Sea Ports with Data,English,"data_ingestion,interactive",True,False,False,13,18,True,True,True,True,81.82,66.67,90.91,73.33
gpWR5JBC64A,FoodHub: Enabling Massive Scale Order Processing with Serverless Architecture,English,"data_ingestion,interactive",True,False,False,8,6,True,True,True,True,87.5,76.92,70.59,46.15
gu54VVeDD10,"FPL Technologies: Building On-Demand, Secure, and Scalable Serverless ML Workbenches",English,"data_ingestion,compute_intensive",True,False,False,8,9,True,True,True,True,93.33,66.67,77.78,70.0
h0HE3bOEiMk,HDFC Life: Event Driven DataLake and Recovery,English,control,True,False,False,7,9,True,False,False,False,100.0,88.89,,
hEB1J9-iOqs,BristolMyers Squibb: Embracing InfrastructureasCode with AWS and AutoPTP,English,control,False,False,True,9,0,True,False,False,False,80.0,0.0,,
hFx0EF9KEZU,Buzzvil: Segment Processing and Provision for Ad Recommendation Korean,Korean,"data_ingestion,compute_intensive,interactive",True,False,False,15,23,True,True,True,True,84.21,52.63,73.68,55.56
hMK2NJ-q9nc,WarnerMedia: Cloudbased Linear Playout System,English,compute_intensive,True,False,False,6,5,True,True,True,True,60.0,26.67,61.54,25.0
hbz63Ve-eIY,Wix: Serverless Platform for End-to-End Browser Testing using Chromium on AWS Lambda,English,control,True,False,False,6,13,True,True,True,True,83.33,30.0,100.0,55.56
hf9nMAG9XoU,Taco Bell: Aurora as The Heart of the Menu Middleware and Data Integration Platform for Taco Bell,English,control,True,False,False,8,11,True,True,True,True,92.31,66.67,92.31,66.67
hlVnmCfydIs,Traeger Provisions: Personalizing Customer Support Experiences on AWS,English,"data_ingestion,interactive",True,False,False,11,13,True,True,True,True,88.89,91.67,94.74,88.0
hnMQFnTGr3I,Nanit: How Nanit Streams and Analyzes Video from Hundreds of Thousands of Cameras,English,"data_ingestion,interactive",True,False,False,9,24,True,True,True,True,100.0,66.67,100.0,62.86
hrhBOOrR5v0,PureWeb: Building a Global 3D Streaming Platform For Limitless Experiences,English,interactive,True,False,False,9,12,True,True,True,True,100.0,76.19,100.0,66.67
i10a06IU4WQ,Pinterest: Scalable Access Control with STS Token Vending,English,control,False,False,False,6,8,True,True,True,False,72.73,23.53,72.73,35.29
i4ueYgjVDCw,"Rappi: Leveraging EKS, DocumentDB, RDS and ElastiCache to Quickly Scale Kubernetes Clusters",English,"interactive,control",True,False,False,10,8,True,True,True,True,69.57,50.0,60.87,0.0
iKYvG5aiIn8,TrueBlue: Scaling Job Matching with a Serverless Delta Lake,English,data_ingestion,True,False,False,9,7,True,True,True,True,93.33,85.71,100.0,80.0
iSkWd31X7zo,TechConnect: Tech Powered Sports with IoT  Machine Learning,English,"data_ingestion,compute_intensive",True,False,False,9,9,True,False,False,False,88.89,75.0,,
iWK0iRUi-b4,Snyk: CICD Pipelines and Security Controls for Application Developers,English,interactive,True,False,False,8,12,True,True,True,True,93.33,60.0,93.33,58.33
ihB2dRYLOOI,UltraServe: Application Vending Machine with Runtime Event Control (LIVE),English,"compute_intensive,interactive",False,False,False,12,7,True,True,True,False,95.24,50.0,85.71,33.33
illMCyp4O9A,Enel: Management and Analysis of Meters Data Italian,Italian,data_ingestion,True,False,False,10,14,False,False,False,False,,,,
ilsJgwcAshE,Amagi: Powering High Availability Broadcast Playout on AWS Cloud,English,data_ingestion,True,False,False,9,9,True,True,True,True,100.0,84.21,54.55,52.63
iwDNnyiD26M,Cedrus: Migrating a Legacy Application to a Serverless Ecosystem,English,interactive,True,False,False,9,9,True,False,False,False,100.0,66.67,,
iwZLadQ3XpY,Riot Games: A new data ingest pipeline for league of legends using MSK,English,data_ingestion,True,False,False,7,7,True,True,True,True,76.92,50.0,76.92,50.0
j-lPgPGBTwQ,Halter:Building the Future of Farming with IoT Enabled Livestock and Pasture Management,English,data_ingestion,True,False,False,11,16,True,True,True,True,85.71,58.06,80.0,44.44
j9OZ-7aCAyA,Homesite: Event-Driven Data Analytics Platform Using Amazon Neptune,English,data_ingestion,True,False,False,9,15,True,True,True,True,94.12,47.62,94.12,60.87
jBffL9zUCSE,"The New York Times: Giving Developers the Freedom to Deploy, While Governing Cloud Services at Scale",English,control,True,False,False,7,11,True,True,True,True,100.0,62.5,100.0,62.5
jV8DwutbXbg,Tandem Bank: Processing Transaction Data using AWS Lambda with NLP,English,data_ingestion,True,False,False,7,11,True,False,False,False,100.0,70.59,,
jg85DzUZ9Ac,Veritiv: Enable Insights to Forecast Sales Demand on AWS Data Lakes,English,data_ingestion,True,False,False,10,11,True,True,True,True,87.5,90.91,87.5,81.82
jpewc52m4tg,Viz ai: Improving Outcomes for Stroke Victims Using Artificial Intelligence Special Episode,English,compute_intensive,True,True,False,17,14,False,False,False,False,,,,
jzKCg9Z5_8Q,Blackboard Anthology: Building and Governing an AWS Environment with 120 Accounts,English,control,False,False,True,6,0,True,True,True,False,100.0,0.0,100.0,0.0
k7h0jpLcWdE,Carano Software Solutions: Accelerate Adoption of Microservices with Serverless,English,interactive,True,False,False,8,8,True,False,False,False,100.0,75.0,,
kD57QUn5myc,AWS Solutions:  AI Powered Speech Analytics for Amazon Connect,English,other,True,False,False,10,12,False,False,False,False,,,,
kHPGZOpbnok,"Ookla: Speedtest Intelligence Process 4,000 Reports per Second While Providing Near Real-time Insights",English,data_ingestion,True,False,False,8,12,True,True,True,True,87.5,47.62,87.5,47.62
kszaIJEnKPk,ResMed: Improving Patient Outcomes with Serverless at Scale,English,"data_ingestion,interactive",True,False,False,11,13,True,True,True,True,84.21,75.0,70.0,47.62
ktonI7J3kLY,Grabyo: Using Serverless for Smart Capacity Provisioning and Orchestration,English,"interactive,control",True,False,False,5,8,True,True,True,True,100.0,46.15,100.0,46.15
l0hlxVNmJPI,eCloudvalley: Build Up An EnterpriseLevel IoT Platform In One Minute Mandarin,Mandarin,data_ingestion,True,False,False,14,4,True,True,True,True,78.26,42.86,88.89,40.0
l0mvXogANE4,Smadex: Serving Billions of Ads with Amazon ElastiCache for Redis (Spanish),Spanish,"data_ingestion,interactive",True,False,False,8,14,True,True,True,True,100.0,88.0,100.0,88.0
l3f29v3IJGA,Arvind Internet: Building a Multichannel Multitenant Platform with Kubernetes on AWS,English,interactive,True,False,False,9,15,True,False,False,False,75.0,16.0,,
lA0lAgN0hTI,Irdeto: Multi DRM Solution with Kubernetes on Amazon EC2 and Amazon RDS,English,interactive,False,False,True,8,0,True,False,False,False,75.0,0.0,,
lHM96P5kP2k,Fyber: Ultra Scale Event Processing with Apache Spark on Amazon EKS with EC2 Spot Instances,English,data_ingestion,True,False,False,11,14,True,True,True,True,88.89,66.67,88.89,66.67
lTSZT10JMQA,Klap: How to Build a Video Clipping Pipeline in Serverless (French),French,compute_intensive,True,False,False,10,21,True,True,True,True,76.92,46.67,76.92,46.67
lcLw-Le_tXQ,Bitmovin: Distributed Video Encoding on AWS,English,compute_intensive,True,False,False,6,7,False,False,False,False,,,,
lecbHMBD8KQ,Kaleido: Blockchain Cloud at AWS Speed,English,other,True,False,False,12,8,True,False,False,False,100.0,66.67,,
lkDq9g43djw,FINBOURNE: How Finbourne Assures Resiliency Through Chaos Engineering Events Every 17 min,English,data_ingestion,True,False,False,5,4,True,True,True,True,100.0,75.0,100.0,50.0
m8CBJEyHKIM,Dream11: Building a Cost Effective Compute Model for Scaling Microservices,English,compute_intensive,False,False,False,6,7,True,False,False,False,72.73,66.67,,
m8xtR3-ZQs8,Biogen: Centralized Logging Solution for Multi Accounts,English,data_ingestion,True,False,False,10,10,True,False,False,False,94.12,77.78,,
mKZw29_UtoU,Miriade: Forecasting and Real Time Tracking of the Car Parking Availability Italian,Italian,"data_ingestion,interactive",True,False,False,10,17,True,True,True,True,88.89,75.86,88.89,75.86
mT4KDGRgo4k,Heimdall Data: Scale-Out Amazon RDS with Strong Consistency,English,control,False,False,False,5,9,True,True,True,False,100.0,66.67,100.0,71.43
mZxF1IJEsaY,Zappos: Back Office Migration starring Amazon ECS and Amazon Aurora,English,data_ingestion,True,False,False,8,8,True,True,True,True,100.0,100.0,92.31,88.89
mmM_JnYygZM,SHOPLINE: Building E-Commerce O2O platform on AWS (Cantonese),English,interactive,True,False,False,10,14,True,True,True,True,58.82,17.39,70.59,21.05
mpgM2qeAfaQ,Brain Power Fidgetology: Automatic Analysis of Body Language Using Serverless and AI on AWS,English,compute_intensive,True,False,False,9,10,True,False,False,False,58.82,20.0,,
mq3XuoN0rUM,ZS Associates: Intelligent Process Automation Using AWS AI Services,English,compute_intensive,True,False,False,9,13,True,False,False,False,82.35,43.48,,
mtZvA7ARepM,Temenos: Building Serverless Banking Software at Scale,English,interactive,True,False,False,9,16,True,True,True,True,80.0,50.0,80.0,50.0
mxKhbU_ToMs,MindTouch: Modernizing Legacy C Applications to  NET Core on AWS Lambda,English,compute_intensive,True,False,False,9,13,True,False,False,False,100.0,81.82,,
nM-AkqNh7Yo,from scratch: Resource Manager Controls Task Distribution with Multiple Amazon EMR Clusters,English,data_ingestion,True,False,False,8,10,True,False,False,False,100.0,48.0,,
nflGdpwbf54,Vertex Pharmaceuticals: A Serverless Platform for Small Molecule Search,English,compute_intensive,True,False,False,8,11,True,True,True,True,87.5,66.67,87.5,66.67
