run_type,video_id,gt_name,categories,gen_nodes,gt_nodes,node_count_ratio,svc_precision,svc_recall,svc_f1,ms_precision,ms_recall,ms_f1,gen_edges,gt_edges,edge_precision,edge_recall,edge_f1,edge_type_accuracy,gen_workflows,gt_workflows,services_missing,services_hallucinated
Standard (data/graphs),YjASp_VccmI,Vidsy: See How Vidsy Run Their Content Platform on AWS,interactive,10,10,1.0000,0.8750,0.8750,0.8750,0.9000,0.9000,0.9000,9,6,0.5556,0.8333,0.6667,1.0000,2,3,UserConsumerWeb,UserConsumerWebMobile
Standard (data/graphs),ZCj2wuKBBu4,Nike: A Social Graph at Scale with Amazon Neptune,data_ingestion,9,9,1.0000,0.8750,0.8750,0.8750,0.8889,0.8889,0.8889,8,9,0.6250,0.5556,0.5882,1.0000,2,3,EC2,AutoScaling
Standard (data/graphs),cmlhEbm1kPk,DXC  Munich Re: Amazon Connect with AWS Machine Learning Services,compute_intensive,9,9,1.0000,0.8750,0.8750,0.8750,0.8889,0.8889,0.8889,9,18,0.5556,0.2778,0.3704,0.6000,2,5,MediaConnect,Connect
Standard (data/graphs),co4_t2gN1T8,AC3: Multi-stage Geospatial Data Lake with Step Functions (LIVE),interactive,9,9,1.0000,0.8750,0.8750,0.8750,0.8889,0.8889,0.8889,9,16,0.8889,0.5000,0.6400,0.5000,2,2,UserCompanyDeveloper,UserConsumerDeveloper
Standard (data/graphs),gpWR5JBC64A,FoodHub: Enabling Massive Scale Order Processing with Serverless Architecture,"data_ingestion,interactive",8,8,1.0000,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,7,6,0.7143,0.8333,0.7692,0.8000,2,2,UserConsumerMobile,Amplify
Standard (data/graphs),jg85DzUZ9Ac,Veritiv: Enable Insights to Forecast Sales Demand on AWS Data Lakes,data_ingestion,10,10,1.0000,0.8750,0.8750,0.8750,0.9000,0.9000,0.9000,11,11,0.9091,0.9091,0.9091,0.6000,3,3,UserCompanyDataStream,OnPremDC
Standard (data/graphs),kHPGZOpbnok,"Ookla: Speedtest Intelligence Process 4,000 Reports per Second While Providing Near Real-time Insights",data_ingestion,8,8,1.0000,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,9,12,0.5556,0.4167,0.4762,0.6000,2,6,UserConsumerWeb,ThirdParty
Standard (data/graphs),nflGdpwbf54,Vertex Pharmaceuticals: A Serverless Platform for Small Molecule Search,compute_intensive,8,8,1.0000,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,10,11,0.7000,0.6364,0.6667,0.4286,3,4,UserConsumerWeb,UserCompanyDomainExpert
Standard (data/graphs),U1P8vZTEB-k,GSR: A Crypto Market Maker and Ecosystem Partner,"compute_intensive,control",11,12,0.9167,0.9091,0.8333,0.8696,0.9091,0.8333,0.8696,13,14,0.5385,0.5000,0.5185,1.0000,4,3,"UserCompanyDeveloper,UserConsumerAPI",DMS
Standard (data/graphs),S85DeDgWQSc,San Diego Gas & Electric: Using Image Recognition and Machine Learning to Reduce Wildfire Risk,data_ingestion,10,12,0.8333,0.9000,0.8182,0.8571,0.9000,0.7500,0.8182,10,14,0.7000,0.5000,0.5833,1.0000,1,5,"StepFunctions,UserCompanyAnalyst",UserCompanyDomainExpert
Standard (data/graphs),j-lPgPGBTwQ,Halter:Building the Future of Farming with IoT Enabled Livestock and Pasture Management,data_ingestion,12,11,1.0909,0.8182,0.9000,0.8571,0.8333,0.9091,0.8696,15,16,0.6000,0.5625,0.5806,0.6667,2,4,ThirdParty,"UserConsumerIOT,UserConsumerMobile"
Standard (data/graphs),5f3z1Z_9BJA,Capgemini: Refactoring a Data Warehouse to Amazon Redshift,data_ingestion,11,11,1.0000,0.8571,0.8571,0.8571,0.9091,0.9091,0.9091,11,17,0.9091,0.5882,0.7143,0.8000,3,5,UserCompanyDataStream,ThirdParty
Standard (data/graphs),90rWUjKjnAE,amazee.io: Kubernetes Deployments Made Easy,control,9,8,1.1250,0.8571,0.8571,0.8571,0.7778,0.8750,0.8235,9,10,0.7778,0.7000,0.7368,0.5714,2,3,UserConsumerDeveloper,UserCompanyDeveloper
Standard (data/graphs),Ccutfm_Srzw,Zulily: A Compelling Suggestive Search Experience Using Amazon DocumentDB with MongoDB Compatibility,interactive,11,11,1.0000,0.8571,0.8571,0.8571,0.9091,0.9091,0.9091,13,14,0.8462,0.7857,0.8148,0.8182,2,2,KinesisDataStream,KinesisAnalytics
Standard (data/graphs),D77FSUkPJ3o,"Avio Aero, a GE Aviation Business: Serverless Application to Manage Expense Purchase Approvals",interactive,8,8,1.0000,0.8571,0.8571,0.8571,0.8750,0.8750,0.8750,10,12,0.6000,0.5000,0.5455,0.1667,3,2,UserConsumerWeb,UserCompanyAgent
Standard (data/graphs),EiljRL0977M,Neumora Therapeutics: Advanced MRI Precision Medicine and Brain Data Analysis Visualization at Scale,compute_intensive,7,7,1.0000,0.8571,0.8571,0.8571,0.8571,0.8571,0.8571,5,13,0.8000,0.3077,0.4444,0.5000,2,5,ThirdParty,S3
Standard (data/graphs),Fd2c7NDYfpo,"Publicis Sapient: A Secure, Scalable & Self-provisioning Process to Create 20,000 accounts with AWS",control,8,8,1.0000,0.8571,0.8571,0.8571,0.8750,0.8750,0.8750,8,12,0.7500,0.5000,0.6000,0.3333,2,2,ThirdParty,SES
Standard (data/graphs),Felt-hOU6kU,Xero: Building a Scalable Self-Service Portal for Thousands of Developers Provisioning Resources,control,9,7,1.2857,0.7500,1.0000,0.8571,0.7778,1.0000,0.8750,8,4,0.5000,1.0000,0.6667,0.5000,1,1,,"ThirdParty,VPC"
Standard (data/graphs),JYeXbUdFOdw,Noventiq: Harnessing Search and Analytics with Event-Driven Architecture on Amazon OpenSearch,"data_ingestion,interactive",12,8,1.5000,0.8571,0.8571,0.8571,0.5833,0.8750,0.7000,13,14,0.5385,0.5000,0.5185,0.4286,3,4,UserConsumerWeb,UserConsumerWebMobile
Standard (data/graphs),K27WjYwyqw8,Next Caller: Phone Caller Fraud Detection with AWS Sagemaker,interactive,8,8,1.0000,0.8571,0.8571,0.8571,0.8750,0.8750,0.8750,9,11,0.7778,0.6364,0.7000,0.7143,2,2,UserConsumerMobile,ThirdParty
Standard (data/graphs),Pc7_uOdlGKo,Panasonic Avionics: Weather Data and ML Models Improve In-Flight Entertainment Customer Satisfaction,data_ingestion,7,9,0.7778,1.0000,0.7500,0.8571,1.0000,0.7778,0.8750,7,9,1.0000,0.7778,0.8750,0.8571,3,3,"UserCompanyAgent,UserConsumerMobile",
Standard (data/graphs),Yju3yReAQtc,Fortinet Uses AWS Serverless to Provide a Highly Available ControlPlane for their FortiWeb CloudWAF,interactive,12,7,1.7143,0.8571,0.8571,0.8571,0.5000,0.8571,0.6316,5,7,0.6000,0.4286,0.5000,0.3333,1,2,UserCompanyInternalPlatform,ThirdParty
Standard (data/graphs),aOY6YCpcjz8,HubSpot: Task Queueing System Built on top of Amazon SQS,compute_intensive,10,11,0.9091,1.0000,0.7500,0.8571,1.0000,0.9091,0.9524,11,14,0.9091,0.7143,0.8000,0.6000,4,4,UserCompanyAPI,
Standard (data/graphs),cZuoiXQ0xUk,Leaven: Machine Learning at Massive Scale to Protect Human Life,compute_intensive,8,8,1.0000,0.8571,0.8571,0.8571,0.8750,0.8750,0.8750,8,13,0.6250,0.3846,0.4762,0.8000,4,3,ThirdParty,UserCompanyWebsite
Standard (data/graphs),eEfWd4EgH_s,Homegate AG: A Serverless Real Estate Platform,data_ingestion,10,10,1.0000,0.8571,0.8571,0.8571,0.9000,0.9000,0.9000,9,10,0.8889,0.8000,0.8421,0.5000,1,3,UserCompanyDataStream,ThirdParty
Standard (data/graphs),fSV0u48sEVg,Social Quantum: Using Serverless in Gaming,interactive,7,7,1.0000,0.8571,0.8571,0.8571,0.8571,0.8571,0.8571,8,11,0.2500,0.1818,0.2105,1.0000,2,3,Fargate,ECS
Standard (data/graphs),fTxvwVj02P0,Simpego: Swiss InsurTech Running All Core Business Processes on AWS (German),"data_ingestion,interactive",8,8,1.0000,0.8571,0.8571,0.8571,0.8750,0.8750,0.8750,7,10,0.8571,0.6000,0.7059,1.0000,1,3,UserConsumerWeb,UserConsumerWebMobile
Standard (data/graphs),ftIdBG-UgFY,AQR: Using ECS to Provide Dev Teams Security & Authentication on a Scalable Container Platform,control,6,8,0.7500,1.0000,0.7500,0.8571,1.0000,0.7500,0.8571,5,9,0.8000,0.4444,0.5714,0.2500,1,1,"EC2,VPC",
Standard (data/graphs),pZ7Lr94noLo,Aventri: SaaS Solution for Event Management,interactive,10,13,0.7692,1.0000,0.7500,0.8571,1.0000,0.7692,0.8696,9,15,0.7778,0.4667,0.5833,0.2857,3,4,"ApiGateway,UserConsumerWeb",
Standard (data/graphs),uBiaWJbTRsE,Western Union: Using Service Catalog to Share Applications,control,10,8,1.2500,0.7500,1.0000,0.8571,0.8000,1.0000,0.8889,12,9,0.6667,0.8889,0.7619,0.1250,3,2,,"EC2,ThirdParty"
Standard (data/graphs),unF9tdYjqvU,Nexthink: Going Global with Amazon API Gateway AWS Transit Gateway AWS Lambda and Amazon DynamoDB,other,11,7,1.5714,0.8571,0.8571,0.8571,0.5455,0.8571,0.6667,9,8,0.4444,0.5000,0.4706,0.2500,2,4,UserConsumerWeb,UserConsumerWebMobile
Standard (data/graphs),wjtSHyENv0I,"Main Street America Insurance: The Independent Agent Portal, Breaking up the Monolith",interactive,8,8,1.0000,0.8571,0.8571,0.8571,0.8750,0.8750,0.8750,9,14,0.6667,0.4286,0.5217,0.8333,2,2,UserConsumerWeb,UserCompanyAgent
Standard (data/graphs),ww5fiygF6eg,Marathon Oil: Automating Drone Image Processing to Monitor Equipment Health,"data_ingestion,interactive",8,10,0.8000,0.8571,0.8571,0.8571,0.7500,0.6000,0.6667,9,20,0.5556,0.2500,0.3448,0.4000,2,3,UserCompanyDrone,OnPremDC
Standard (data/graphs),zhCNn7v7mvs,CM Group: Building an Available Scalable Reliable Email Delivery System,interactive,9,8,1.1250,0.8571,0.8571,0.8571,0.7778,0.8750,0.8235,10,11,0.7000,0.6364,0.6667,0.8571,3,3,UserConsumerAPI,ThirdParty
Standard (data/graphs),7wBOFcP1HwA,Seera Group: Transforming Online Travel Booking with Microservices (Arabic),interactive,11,10,1.1000,0.8000,0.8889,0.8421,0.7273,0.8000,0.7619,9,10,0.6667,0.6000,0.6316,0.8333,3,3,UserConsumerWeb,"EC2,UserConsumerWebMobile"
Standard (data/graphs),DnTQ3matqts,ecofit: Responsive Lambda-based Microservices at Scale (LIVE),"data_ingestion,interactive",14,14,1.0000,0.8000,0.8889,0.8421,0.8571,0.8571,0.8571,12,14,0.5833,0.5000,0.5385,0.5714,4,5,UserConsumerEdge,"SNS,UserConsumerIOT"
Standard (data/graphs),ErXwuwF2mRU,Tapestry: Machine Learning and Analytics for the Fashion Industry on AWS,data_ingestion,10,9,1.1111,0.8000,0.8889,0.8421,0.8000,0.8889,0.8421,9,10,0.4444,0.4000,0.4211,0.7500,3,1,UserConsumerWeb,"Aurora,ThirdParty"
Standard (data/graphs),KQ6Fg206O9U,VietJet: Proactively Defending Your Systems from Bad Bots,data_ingestion,10,10,1.0000,0.8889,0.8000,0.8421,0.8000,0.8000,0.8000,11,14,0.5455,0.4286,0.4800,0.5000,2,5,"LambdaAtEdge,UserConsumerWeb",UserConsumerWebMobile
Standard (data/graphs),StSuG6-iKW4,ThingCo: Billions of Data Points Per Day with a NextGeneration Serverless Telematics Platform,interactive,11,10,1.1000,0.8000,0.8889,0.8421,0.8182,0.9000,0.8571,8,7,0.5000,0.5714,0.5333,0.0000,2,3,UserConsumerEdge,"UserCompanyEdge,UserConsumerMobile"
Standard (data/graphs),hFx0EF9KEZU,Buzzvil: Segment Processing and Provision for Ad Recommendation Korean,"data_ingestion,compute_intensive,interactive",15,15,1.0000,0.8000,0.8889,0.8421,0.8000,0.8000,0.8000,15,23,0.6667,0.4348,0.5263,0.9000,5,7,Firehose,"Kinesis,UserCompanyAgent"
Standard (data/graphs),kszaIJEnKPk,ResMed: Improving Patient Outcomes with Serverless at Scale,"data_ingestion,interactive",10,11,0.9091,0.8889,0.8000,0.8421,0.9000,0.8182,0.8571,11,13,0.8182,0.6923,0.7500,0.6667,4,4,"LambdaAtEdge,UserConsumerEdge",ThirdParty
Standard (data/graphs),nvhG60gFbso,JFrog: Distribute Software Artifacts securely using SaaS Solutions,interactive,11,13,0.8462,0.8889,0.8000,0.8421,0.8182,0.6923,0.7500,12,16,0.4167,0.3125,0.3571,0.8000,2,1,"ThirdParty,VPC",OnPremDC
Standard (data/graphs),r2xfxJ-sXMY,Haptik: Data Lake for Conversational AI,data_ingestion,11,9,1.2222,0.8000,0.8889,0.8421,0.7273,0.8889,0.8000,10,10,0.7000,0.7000,0.7000,0.5714,2,2,UserConsumerWebMobile,"UserConsumerMobile,UserConsumerWeb"
Standard (data/graphs),vp2Ipv2_uCg,American Heart Assoc: 100 years of Content is Discoverable with Serverless & AI on AWS,data_ingestion,10,10,1.0000,0.8000,0.8889,0.8421,0.8000,0.8000,0.8000,6,0,0.0000,0.0000,0.0000,0.0000,2,0,UserConsumerAlexaGoogleHome,"AlexaForBusiness,ThirdParty"
Standard (data/graphs),1aYoIZvabbk,OLX Autos: Building Developer Platform for Rapid Global Expansion,control,6,6,1.0000,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,6,5,0.6667,0.8000,0.7273,0.2500,2,1,UserCompanyDeveloper,EC2
Standard (data/graphs),2e3vOxsHekE,Mueller Water Products: A Water Intelligent Platform,data_ingestion,6,6,1.0000,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,5,6,0.8000,0.6667,0.7273,1.0000,1,2,UserConsumerEdge,ThirdParty
Standard (data/graphs),66fPHLmvikk,ContentWise: How we Use Amazon SageMaker in Production Italian,control,11,7,1.5714,0.8333,0.8333,0.8333,0.5455,0.8571,0.6667,10,8,0.5000,0.6250,0.5556,0.8000,2,6,UserCompanyAnalyst,UserCompanyDeveloper
Standard (data/graphs),7V8wTCkjOqo,NAB: Automating Cloud Governance at the National Australia Bank,other,6,7,0.8571,0.8333,0.8333,0.8333,0.8333,0.7143,0.7692,8,7,0.2500,0.2857,0.2667,0.5000,3,1,ThirdParty,UserCompanyDeveloper
Standard (data/graphs),H2fOkeXxpyw,Atlassian: Secure Code Invocation at Scale with Atlassian Forge on AWS,control,8,8,1.0000,0.8333,0.8333,0.8333,0.8750,0.8750,0.8750,7,10,0.8571,0.6000,0.7059,0.3333,2,4,UserCompanyDeveloper,UserConsumerDeveloper
Standard (data/graphs),QJZHs1CSxu0,Define Media: How Define Media Places Ads with Low Latency Using Sophisticated Machine Learning,compute_intensive,6,6,1.0000,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,6,6,0.5000,0.5000,0.5000,1.0000,3,3,UserConsumerMobile,UserConsumerWebMobile
Standard (data/graphs),Vrx9csoawWc,FINRA: Petabyte-Scale Data Analysis on AWS,data_ingestion,8,7,1.1429,0.8333,0.8333,0.8333,0.7500,0.8571,0.8000,10,21,0.6000,0.2857,0.3871,0.1667,3,5,UserConsumerWeb,UserCompanyAnalyst
Standard (data/graphs),XG6mHvi4eNU,Avaloq: Automating the Provisioning of a Bank-in-a-Box in Minutes Using Amazon EKS,control,7,6,1.1667,0.8333,0.8333,0.8333,0.7143,0.8333,0.7692,6,10,0.8333,0.5000,0.6250,0.6000,1,2,UserCompanyDeveloper,UserConsumerDeveloper
Standard (data/graphs),_vjB_vF4Uec,Nasuni: Building a Global File Lock Service on AWS,interactive,10,6,1.6667,0.8333,0.8333,0.8333,0.5000,0.8333,0.6250,9,9,0.3333,0.3333,0.3333,0.6667,3,2,UserConsumerEdge,ThirdParty
Standard (data/graphs),aQFztbu0BG0,Discover Financial Services: Enabling a PCI Compliant Data Science Platform,data_ingestion,8,8,1.0000,0.8333,0.8333,0.8333,0.8750,0.8750,0.8750,8,8,0.7500,0.7500,0.7500,0.6667,2,3,ThirdParty,OnPremDC
Standard (data/graphs),ccPhkyPm_3w,Imperva: Building Real-Time Streaming Data Pipelines Using Amazon MSK,data_ingestion,9,6,1.5000,0.8333,0.8333,0.8333,0.5556,0.8333,0.6667,8,6,0.5000,0.6667,0.5714,1.0000,3,2,UserCompanyDataStream,ThirdParty
Standard (data/graphs),ekXdohpAy5U,Accenture: Natural Language Processing and Graph Databases for the Oil and Gas Industry,data_ingestion,6,6,1.0000,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,6,9,0.8333,0.5556,0.6667,1.0000,2,1,UserCompanyDataStream,ThirdParty
Standard (data/graphs),hbz63Ve-eIY,Wix: Serverless Platform for End-to-End Browser Testing using Chromium on AWS Lambda,control,6,6,1.0000,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,7,13,0.4286,0.2308,0.3000,0.3333,3,2,UserCompanyDeveloper,ThirdParty
Standard (data/graphs),pk5yddJpC_8,Benevity: Centralized Logging for Multiple Compute Classes Using OpenSearch,data_ingestion,9,9,1.0000,0.8333,0.8333,0.8333,0.8889,0.8889,0.8889,8,10,0.8750,0.7000,0.7778,0.8571,2,4,UserCompanyDeveloper,UserCompanyInternalPlatform
Standard (data/graphs),rPGLNw1cOGM,3M: Parallel Serverless Workflows for Materials Science,interactive,8,8,1.0000,0.8333,0.8333,0.8333,0.8750,0.8750,0.8750,12,20,0.9167,0.5500,0.6875,0.8182,2,2,UserConsumerWeb,UserCompanyDomainExpert
Standard (data/graphs),tBavPTWewvI,ACV Auctions: Learn How ACV Scales to Serve Hundreds of Millions of Auction Requests Per Month,interactive,6,6,1.0000,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,6,9,0.5000,0.3333,0.4000,1.0000,4,4,MSK,ThirdParty
Standard (data/graphs),tVjrkpjWG5o,Pason Systems: Petabyte Scale Drilling Datamart on AWS LIVE,"data_ingestion,compute_intensive",8,7,1.1429,0.8333,0.8333,0.8333,0.7500,0.8571,0.8000,7,8,0.8571,0.7500,0.8000,0.6667,2,5,UserConsumerAPI,UserCompanyAnalyst
Standard (data/graphs),D_4dsXVqzMs,Met Office: Building an Entirely Serverless National Severe Weather Warning System on AWS,control,8,7,1.1429,0.7143,1.0000,0.8333,0.7500,0.8571,0.8000,7,10,0.7143,0.5000,0.5882,0.8000,2,2,,"Lambda,OnPremDC"
Standard (data/graphs),WtCfHP6rUAY,Coople: Serverless CQRS and Event Sourcing,"interactive,control",9,11,0.8182,1.0000,0.7143,0.8333,1.0000,0.8182,0.9000,8,13,1.0000,0.6154,0.7619,0.5000,2,2,"UserCompanyAPI,UserCompanyDataStream",
Standard (data/graphs),twsGnp2X-aQ,Zillow: Building Speech Analytics Using AWS AI Services,"data_ingestion,interactive",6,7,0.8571,1.0000,0.7143,0.8333,0.8333,0.7143,0.7692,5,8,1.0000,0.6250,0.7692,0.6000,1,3,"UserCompanyAnalyst,UserCompanyDataStream",
Standard (data/graphs),0gNMEyei-co,Infor: Ingest and Analyze Millions of Application Events Daily for Compliance Violations,data_ingestion,9,9,1.0000,0.8750,0.7778,0.8235,0.7778,0.7778,0.7778,11,13,0.8182,0.6923,0.7500,0.5556,2,2,"Kinesis,UserCompanyDataStream",KinesisDataStream
Standard (data/graphs),CE03UMddoYU,WEGoT aqua: Scaling IoT Platform for Water Management & Sustainability,data_ingestion,11,10,1.1000,0.7778,0.8750,0.8235,0.8182,0.9000,0.8571,10,12,0.8000,0.6667,0.7273,1.0000,2,4,UserConsumerEdge,"UserConsumerIOT,UserConsumerMobile"
Standard (data/graphs),GJ1So_pbZWk,Taysols: Next Best Offer Recommendation System using Amazon SageMaker,data_ingestion,10,9,1.1111,0.7778,0.8750,0.8235,0.8000,0.8889,0.8421,10,23,0.8000,0.3478,0.4848,0.7500,3,3,UserConsumerWeb,"ApiGateway,QuickSight"
Standard (data/graphs),H_S7CxtHgSM,Raiffeisen Bank International: Automated Integration of OnPremises Key Management with AWS KMS,other,12,11,1.0909,0.7778,0.8750,0.8235,0.7500,0.8182,0.7826,13,12,0.5385,0.5833,0.5600,0.5714,2,4,UserCompanyAgent,"IAM,UserCompanyDeveloper"
Standard (data/graphs),RU__HBEMDvQ,BookMyShow: How BMS Scaled Data Analytics to Handle 28M Ticket Sales with Modern Data Architecture,data_ingestion,8,9,0.8889,0.8750,0.7778,0.8235,0.8750,0.7778,0.8235,7,10,0.4286,0.3000,0.3529,0.6667,2,4,"UserCompanyAnalyst,UserCompanyDataStream",ThirdParty
Standard (data/graphs),Ujs9o3CXUTU,Telefónica Tech AI of Things: Providing Data Insights and ML to Organizations with AI Suite (Span.),other,9,8,1.1250,0.7778,0.8750,0.8235,0.7778,0.8750,0.8235,5,2,0.2000,0.5000,0.2857,1.0000,3,2,DynamoDB,"ALB,DocumentDB"
Standard (data/graphs),_pXybA6832o,Olikka: Self Service Hub with Alexa,interactive,10,9,1.1111,0.7778,0.8750,0.8235,0.8000,0.8889,0.8421,11,11,0.8182,0.8182,0.8182,0.6667,2,3,UserConsumerAlexaGoogleHome,"AlexaForBusiness,ThirdParty"
Standard (data/graphs),mq3XuoN0rUM,ZS Associates: Intelligent Process Automation Using AWS AI Services,compute_intensive,8,9,0.8889,0.8750,0.7778,0.8235,0.8750,0.7778,0.8235,10,13,0.5000,0.3846,0.4348,0.6000,3,2,"ThirdParty,UserCompanyDeveloper",UserCompanyAgent
Standard (data/graphs),FHdtOtznWuA,"SoftChef: Building AWS Iot Application Using an Innovative, Fully Serverless Architecture (Mandarin)",control,7,10,0.7000,1.0000,0.7000,0.8235,1.0000,0.7000,0.8235,7,18,1.0000,0.3889,0.5600,0.2857,3,4,"CloudFormation,ServerlessApplicationRepository,UserConsumerEdge",
Standard (data/graphs),YiOTd6IfGoU,Go Global: Processing Tens of Different Event Types on a Generic Data Lake Architecture (Hebrew),data_ingestion,12,12,1.0000,0.8182,0.8182,0.8182,0.8333,0.8333,0.8333,11,13,0.7273,0.6154,0.6667,0.8750,2,3,"CloudWatch,UserCompanyDataStream","EventBridge,UserCompanyInternalPlatform"
Standard (data/graphs),ZPsBzAwJzoI,NAGRA: NexGuard Watermarking for Securing Streaming Content Using AWS,interactive,12,12,1.0000,0.8182,0.8182,0.8182,0.7500,0.7500,0.7500,12,17,0.6667,0.4706,0.5517,0.8750,4,4,"EC2,UserConsumerTV","UserConsumerCamera,UserConsumerWebMobile"
Standard (data/graphs),gcgtLDB0cKA,CMD by Mantel Group: Ensuring Safe Vessel Transit at Sea Ports with Data,"data_ingestion,interactive",13,13,1.0000,0.8182,0.8182,0.8182,0.8462,0.8462,0.8462,12,18,0.8333,0.5556,0.6667,0.5000,3,3,"UserCompanyEdge,UserConsumerWeb","UserConsumerIOT,UserConsumerWebMobile"
Standard (data/graphs),BZ32w0SSAoY,PixelStrings by Cinnafilm: A Flexible & Scalable Platform for Video Audio Optimization & Conversion,compute_intensive,7,7,1.0000,0.8000,0.8000,0.8000,0.8571,0.8571,0.8571,11,19,0.8182,0.4737,0.6000,0.4444,2,4,ThirdParty,RDS
Standard (data/graphs),JRDGId6N49E,TRI-AD: Large-Scale and High-Performance Distributed Training Platform,compute_intensive,6,6,1.0000,0.8000,0.8000,0.8000,0.8333,0.8333,0.8333,4,3,0.2500,0.3333,0.2857,1.0000,3,3,ThirdParty,FSX
Standard (data/graphs),JiWHomdh1oI,Datacoral: Using Serverless to Create Data Pipelines,data_ingestion,7,7,1.0000,0.8000,0.8000,0.8000,0.8571,0.8571,0.8571,10,11,0.8000,0.7273,0.7619,0.5000,2,4,UserCompanyDataStream,ThirdParty
Standard (data/graphs),W96L6ICcF3s,Samsung Electronics: Samsung Developer Portal Using Serverless Container Services,interactive,7,7,1.0000,0.8000,0.8000,0.8000,0.7143,0.7143,0.7143,3,0,0.0000,0.0000,0.0000,0.0000,2,0,ECS,Fargate
Standard (data/graphs),XqsgQxyZ2Tw,1plusX: A RealTime Data Management Platform on AWS,data_ingestion,10,11,0.9091,0.8000,0.8000,0.8000,0.7000,0.6364,0.6667,11,16,0.6364,0.4375,0.5185,0.5714,4,5,UserConsumerAPI,CouchBase
Standard (data/graphs),YV8e36ZywLk,Syntax: Extract and Leverage SAP Data with AWS Services,other,5,5,1.0000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,4,4,0.0000,0.0000,0.0000,0.0000,2,4,ThirdParty,SAP
Standard (data/graphs),bqZWYmRAka0,DBS Bank: Architecting Quant Pricing Engine for Performance with Amazon ElastiCache,compute_intensive,10,5,2.0000,0.8000,0.8000,0.8000,0.4000,0.8000,0.5333,13,5,0.3077,0.8000,0.4444,0.7500,3,1,UserConsumerAPI,UserCompanyInternalPlatform
Standard (data/graphs),illMCyp4O9A,Enel: Management and Analysis of Meters Data Italian,data_ingestion,10,10,1.0000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,11,14,0.6364,0.5000,0.5600,0.8571,3,4,"ThirdParty,UserCompanyAPI","IoTCore,Lambda"
Standard (data/graphs),wbh51O3QrE4,Mahindra Electric: Building a Connected Electric Vehicle Platform on AWS,data_ingestion,10,10,1.0000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,11,10,0.5455,0.6000,0.5714,0.8333,2,2,"ALB,UserConsumerMobile","ELB,UserCompanyAnalyst"
Standard (data/graphs),-3lnf5lzsH0,MakeMyTrip: Building Next Generation SOC,data_ingestion,9,13,0.6923,1.0000,0.6667,0.8000,0.8889,0.6154,0.7273,9,16,0.4444,0.2500,0.3200,0.7500,4,4,"CloudTrail,GuardDuty,SNS,SQS",
Standard (data/graphs),6sY0AunanlM,"NGINX: Deploy and Scale Applications with Ease Using AWS EKS, ECS and the NGINX Ingress Controller",control,8,4,2.0000,0.6667,1.0000,0.8000,0.5000,1.0000,0.6667,8,0,0.0000,0.0000,0.0000,0.0000,2,0,,"ThirdParty,UserCompanyDeveloper"
Standard (data/graphs),DAJZAygxDZA,BASF Digital Farming: Productionizing ML with a Cross-Account Model Deployment Solution,control,9,8,1.1250,1.0000,0.6667,0.8000,0.6667,0.7500,0.7059,10,15,0.5000,0.3333,0.4000,0.2000,4,5,"ModelRegistry,UserCompanyAnalyst",
Standard (data/graphs),OmVQ6pNDbaY,Solarwinds: Monitoring Kubernetes Clusters on AWS,other,6,2,3.0000,0.6667,1.0000,0.8000,0.3333,1.0000,0.5000,4,0,0.0000,0.0000,0.0000,0.0000,1,0,,ThirdParty
Standard (data/graphs),PBa68gCG0Uk,Launchmetrics: How Launchmetrics Produces Fashion Luxury and Beauty Data Insights for 1B Users,data_ingestion,5,7,0.7143,1.0000,0.6667,0.8000,1.0000,0.7143,0.8333,6,7,0.8333,0.7143,0.7692,1.0000,1,4,"OpenSearch,ThirdParty",
Standard (data/graphs),QuyZHin9B70,Veritas: Architecting a Global File System with AWS Storage and InfoScale,other,9,4,2.2500,0.6667,1.0000,0.8000,0.4444,1.0000,0.6154,7,0,0.0000,0.0000,0.0000,0.0000,2,0,,"OnPremDC,Outpost"
Standard (data/graphs),0JxJpNjI9Y0,The Washington Post: Building a Content Management Platform with Speed at its Core,interactive,10,9,1.1111,0.7500,0.8571,0.8000,0.8000,0.8889,0.8421,10,17,0.6000,0.3529,0.4444,0.8333,4,4,UserConsumerAPI,"UserCompanyDeveloper,UserConsumerWeb"
Standard (data/graphs),1xLjtJnfZes,MATTR: Building Digital Trust at Scale,interactive,8,8,1.0000,0.8571,0.7500,0.8000,0.7500,0.7500,0.7500,5,6,0.6000,0.5000,0.5455,0.3333,1,1,"UserCompanyDataStream,UserConsumerAPI",UserConsumerWebMobile
