video_id,title,category,gen_nodes,gt_nodes,svc_precision,svc_recall,svc_f1,gen_edges,gt_edges,edge_precision,edge_recall,edge_f1,is_zero_edge_gt
JVcKidzqpYY,Aramex: Leveraging AI ML to Enhance Customer Experience,"data_ingestion,interactive",9,9,88.89,88.89,88.89,10,13,80.0,61.54,69.57,False
JYeXbUdFOdw,Noventiq: Harnessing Search and Analytics with Event-Driven Architecture on Amazon OpenSearch,"data_ingestion,interactive",13,8,75.0,85.71,80.0,11,14,45.45,35.71,40.0,False
Jz2RPRhF6Fs,Accolade: Security and Operational Excellence in Healthcare LIVE,interactive,10,10,100.0,100.0,100.0,9,13,100.0,69.23,81.82,False
jzKCg9Z5_8Q,Blackboard Anthology: Building and Governing an AWS Environment with 120 Accounts,control,7,6,100.0,100.0,100.0,2,0,0.0,0.0,0.0,True
K27WjYwyqw8,Next Caller: Phone Caller Fraud Detection with AWS Sagemaker,interactive,7,8,100.0,85.71,92.31,8,11,87.5,63.64,73.68,False
K5ww_O4vsxo,Samsung Cloud: Global Hybrid Network Optimization Across 5 AWS Regions Using AWS Transit Gateway,control,11,15,60.0,75.0,66.67,11,52,81.82,17.31,28.57,False
Kebb0LOVC28,Openfit: ChatOps with Slack and AWS Lambda,control,6,9,100.0,62.5,76.92,6,21,83.33,23.81,37.04,False
KgRib8AM0fs,Hudl: Ingesting and Transcoding Video Data Using AWS,compute_intensive,7,7,71.43,71.43,71.43,7,8,14.29,12.5,13.33,False
kHPGZOpbnok,"Ookla: Speedtest Intelligence Process 4,000 Reports per Second While Providing Near Real-time Insights",data_ingestion,8,8,87.5,87.5,87.5,9,12,55.56,41.67,47.62,False
KiH7hVJKzns,ADP: Unmatched People Data for Extraordinary Outcomes,interactive,9,8,77.78,87.5,82.35,10,14,70.0,50.0,58.33,False
KM5ONS2fnG0,HP: Serverless Data Pipeline to Process Manufacturing Data From Assembly Lines in Near Real-Time,data_ingestion,10,10,77.78,77.78,77.78,8,20,75.0,30.0,42.86,False
Kp51k6LY-2c,Toyota Motor NA: Lake House Architecture for Data and Analytics,data_ingestion,7,8,85.71,75.0,80.0,6,16,66.67,25.0,36.36,False
KQ6Fg206O9U,VietJet: Proactively Defending Your Systems from Bad Bots,data_ingestion,10,10,90.0,90.0,90.0,11,14,81.82,64.29,72.0,False
kszaIJEnKPk,ResMed: Improving Patient Outcomes with Serverless at Scale,"data_ingestion,interactive",11,11,70.0,70.0,70.0,8,13,62.5,38.46,47.62,False
ktonI7J3kLY,Grabyo: Using Serverless for Smart Capacity Provisioning and Orchestration,"interactive,control",6,5,100.0,100.0,100.0,5,8,60.0,37.5,46.15,False
KywvGM6HVXI,Capillary Technologies: Building an OmniChannel Data Ingestion Platform,data_ingestion,11,11,77.78,77.78,77.78,11,22,72.73,36.36,48.48,False
KzJKdUZ3Ba4,PwC: Streamlining Asset Tracking with Amazon Managed Blockchain,interactive,7,4,50.0,66.67,57.14,4,6,25.0,16.67,20.0,False
l0mvXogANE4,Smadex: Serving Billions of Ads with Amazon ElastiCache for Redis (Spanish),"data_ingestion,interactive",9,8,100.0,100.0,100.0,11,14,100.0,78.57,88.0,False
LD5ksgnu8r8,DXC: Claims Automation Using Amazon Textract and Amazon Comprehend,compute_intensive,11,11,77.78,70.0,73.68,9,13,66.67,46.15,54.55,False
lHM96P5kP2k,Fyber: Ultra Scale Event Processing with Apache Spark on Amazon EKS with EC2 Spot Instances,data_ingestion,11,11,80.0,100.0,88.89,13,14,69.23,64.29,66.67,False
lkDq9g43djw,FINBOURNE: How Finbourne Assures Resiliency Through Chaos Engineering Events Every 17 min,data_ingestion,7,5,100.0,100.0,100.0,4,4,50.0,50.0,50.0,False
LPZlrX2cNjo,RedBus: Building Optimized ML Models with Amazon SageMaker,compute_intensive,4,4,100.0,100.0,100.0,4,4,50.0,50.0,50.0,False
lTSZT10JMQA,Klap: How to Build a Video Clipping Pipeline in Serverless (French),compute_intensive,10,10,83.33,71.43,76.92,9,21,77.78,33.33,46.67,False
LxeSC3-xMlk,St. Louis University: Using Amazon Lex to Answer Students' Questions Through Alexa and a Mobile App,interactive,10,8,88.89,100.0,94.12,9,15,77.78,46.67,58.33,False
Ly_UhX3LCCs,AWS Solutions: Simple and Secure Media Exchange on AWS,other,9,7,100.0,100.0,100.0,10,7,40.0,57.14,47.06,False
LYP98nPBj2A,Singtel: Next-Generation Mobile Financial Services Platform on AWS and Amazon Aurora PostgreSQL,interactive,8,5,66.67,100.0,80.0,7,8,42.86,37.5,40.0,False
M_hqigB9C4I,Innovaccer: Deriving Insights from Healthcare Data to Empower Care Teams,"data_ingestion,compute_intensive",9,9,62.5,62.5,62.5,8,16,37.5,18.75,25.0,False
MbkLJ62jtMc,Mueller Water Products: Scalable Ingestion of Sensor Data for Municipal Water Conservation LIVE,control,8,6,62.5,83.33,71.43,7,4,42.86,75.0,54.55,False
mKZw29_UtoU,Miriade: Forecasting and Real Time Tracking of the Car Parking Availability Italian,"data_ingestion,interactive",10,10,88.89,88.89,88.89,12,17,91.67,64.71,75.86,False
mmM_JnYygZM,SHOPLINE: Building E-Commerce O2O platform on AWS (Cantonese),interactive,10,10,66.67,75.0,70.59,5,14,40.0,14.29,21.05,False
mT4KDGRgo4k,Heimdall Data: Scale-Out Amazon RDS with Strong Consistency,control,7,5,100.0,100.0,100.0,5,9,100.0,55.56,71.43,False
mtZvA7ARepM,Temenos: Building Serverless Banking Software at Scale,interactive,8,9,85.71,75.0,80.0,8,16,75.0,37.5,50.0,False
mZxF1IJEsaY,Zappos: Back Office Migration starring Amazon ECS and Amazon Aurora,data_ingestion,9,8,85.71,100.0,92.31,10,8,80.0,100.0,88.89,False
N2mktbl8EQk,An Under the Hood Tune Up with AWS DeepRacer,compute_intensive,6,6,83.33,83.33,83.33,5,9,60.0,33.33,42.86,False
nflGdpwbf54,Vertex Pharmaceuticals: A Serverless Platform for Small Molecule Search,compute_intensive,8,8,87.5,87.5,87.5,10,11,70.0,63.64,66.67,False
NfUwtK8ALtw,MX Player: Achieving Massive Scalability Using Amazon EKS with Spot Instances,compute_intensive,9,9,87.5,100.0,93.33,12,16,41.67,31.25,35.71,False
nt4lQx6tAI8,The Wall Street Journal: Newsroom Enhances Real-Time Updates With AWS AppSync,interactive,10,10,88.89,88.89,88.89,11,20,72.73,40.0,51.61,False
nvhG60gFbso,JFrog: Distribute Software Artifacts securely using SaaS Solutions,interactive,12,13,80.0,80.0,80.0,11,16,36.36,25.0,29.63,False
O11BgSm7V14,HeyJobs: Moving to a Serverless Data Platform to Process and Enrich Over 3 Million Records a Day,data_ingestion,9,10,85.71,75.0,80.0,5,13,80.0,30.77,44.44,False
O5Sn5QCEAzE,Credimi: Processing and Metadata Extraction of Invoices for Factoring Italian,data_ingestion,7,7,100.0,100.0,100.0,7,9,100.0,77.78,87.5,False
oEmuI32GYww,LG Electronics  ThinQ: Data Lake Storage for Connected Devices,data_ingestion,8,10,87.5,77.78,82.35,8,5,50.0,80.0,61.54,False
OQKOHNtyz3E,Vodafone NZ: Data Driven Omni Channel Contact Center via Automation and Continuous Improvement,interactive,12,11,88.89,88.89,88.89,11,24,81.82,37.5,51.43,False
OrC9cLYMbas,Telecoming: How To Save Up to 70% Using Fargate Spot on a Test Automation Platform (Spanish),control,7,5,71.43,100.0,83.33,4,7,25.0,14.29,18.18,False
oTtPNgcZ05I,Roche: Enabling EnterpriseWide Analytics and ML with Automated Compliance,control,10,10,90.0,90.0,90.0,3,11,66.67,18.18,28.57,False
OWLGK-eVrTw,Heimdall Data: Query Caching Without Code Changes,interactive,7,6,80.0,66.67,72.73,6,16,16.67,6.25,9.09,False
Ozbv9qBsDG8,Clumio: Enterprise Backup as a Service with an AlwaysOn Security Model,other,14,11,72.73,100.0,84.21,12,17,58.33,41.18,48.28,False
PBa68gCG0Uk,Launchmetrics: How Launchmetrics Produces Fashion Luxury and Beauty Data Insights for 1B Users,data_ingestion,6,7,100.0,83.33,90.91,6,7,83.33,71.43,76.92,False
Pc7_uOdlGKo,Panasonic Avionics: Weather Data and ML Models Improve In-Flight Entertainment Customer Satisfaction,data_ingestion,9,9,87.5,87.5,87.5,9,9,88.89,88.89,88.89,False
PgeQufaQy7I,"MindTickle: Building a Secure, Automated, Multi-Region Architecture on AWS",interactive,7,8,100.0,87.5,93.33,6,8,100.0,75.0,85.71,False
phN08pi3YzY,Fiverr: Simplifying PCI DSS Compliance with Fully Managed Services,other,6,5,50.0,75.0,60.0,0,0,0.0,0.0,0.0,True
pk5yddJpC_8,Benevity: Centralized Logging for Multiple Compute Classes Using OpenSearch,data_ingestion,9,9,83.33,83.33,83.33,8,10,87.5,70.0,77.78,False
PoYiSKUy8sE,Alert Logic: Scaling Storage and Delivery of Petabytes of Search Data,"data_ingestion,interactive",12,14,85.71,66.67,75.0,10,19,60.0,31.58,41.38,False
pZ7Lr94noLo,Aventri: SaaS Solution for Event Management,interactive,11,13,100.0,87.5,93.33,8,15,75.0,40.0,52.17,False
Q6r_QbYXFpg,SynchroNet: Extending User Automation and Amazon WorkSpaces Provisioning with AWS Step Functions,other,11,11,100.0,100.0,100.0,9,9,100.0,100.0,100.0,False
q_5U7z_vNug,"Flutura: Digital Twin - Shaping Operations for Maximizing Yield, Reliability and Net-Zero Goals",data_ingestion,8,8,62.5,62.5,62.5,11,15,54.55,40.0,46.15,False
qgW8LQ8iBuA,Hancom: Building a Real-time Office Collaboration Service (Korean),data_ingestion,10,10,71.43,71.43,71.43,3,4,66.67,50.0,57.14,False
qi017F1UwvM,Salesflo: Transforming FieldForce Operations Using EventDriven Architecture,"data_ingestion,interactive",17,17,100.0,100.0,100.0,17,24,82.35,58.33,68.29,False
Qi9soN5bpU4,ITTStar: AIpowered Search and Discovery of Luxury Goods for Retailers and Wholesalers,interactive,8,8,100.0,100.0,100.0,6,10,100.0,60.0,75.0,False
qIO_54vJ_JI,Lancom Technology: Building a Scalable Video Conferencing Application,data_ingestion,7,8,100.0,83.33,90.91,6,7,100.0,85.71,92.31,False
QJZHs1CSxu0,Define Media: How Define Media Places Ads with Low Latency Using Sophisticated Machine Learning,compute_intensive,6,6,100.0,100.0,100.0,6,6,83.33,83.33,83.33,False
QM96Fv_NAnw,INT: Seismic Data Visualization Platform Designed for Cloud,interactive,6,7,100.0,85.71,92.31,5,6,60.0,50.0,54.55,False
qN5-v4NlKac,Cookpad: Security Architecture to Monitor and Analyze Secure Logs using AWS (English),data_ingestion,10,10,87.5,100.0,93.33,9,10,88.89,80.0,84.21,False
QnmmTIYZxNI,Adobe: Simplifying Networking Across Thousands of AWS Accounts with AWS Transit Gateway LIVE,other,8,8,100.0,100.0,100.0,5,6,40.0,33.33,36.36,False
QnwfcDZkwh8,Mediaset: Achieving an Omni-Channel Broadcasting Voting System Near Realtime at Scale,interactive,10,13,100.0,76.92,86.96,10,18,80.0,44.44,57.14,False
QOtCpD23118,LeasePlan: Leverages Serverless to Increase Driver Safety Reduce Fleet Costs and Lower Risk,data_ingestion,11,11,75.0,75.0,75.0,11,10,72.73,80.0,76.19,False
QuyZHin9B70,Veritas: Architecting a Global File System with AWS Storage and InfoScale,other,8,4,60.0,75.0,66.67,7,0,0.0,0.0,0.0,True
qv9q0sFt6aY,LotteOn: BI Platform Using MicroStrategy Amazon Redshift and AWS Glue on AWS Korean,data_ingestion,11,11,88.89,100.0,94.12,12,17,41.67,29.41,34.48,False
Qz8uXtDC1bY,Fundbox: Simplifying Ways to Query and Analyze Data by Different Personas - Go Serverless!,compute_intensive,15,14,90.91,100.0,95.24,15,17,86.67,76.47,81.25,False
r3g1Nym-ebY,Volkswagen Financial Services: Scaling Their Managed Platform Services by 600,other,7,7,100.0,100.0,100.0,4,0,0.0,0.0,0.0,True
RCWl0rf8lpE,Cognizant: Beyond Prediction with a Unique Evolutionary AI Platform,compute_intensive,10,7,80.0,100.0,88.89,11,10,72.73,80.0,76.19,False
rHLuQTO6eoo,Insider: How We Ingest Billions of Data Points Daily to Power our Real-Time Products,data_ingestion,9,10,100.0,87.5,93.33,13,14,76.92,71.43,74.07,False
rPGLNw1cOGM,3M: Parallel Serverless Workflows for Materials Science,interactive,8,8,100.0,100.0,100.0,8,20,100.0,40.0,57.14,False
rRvy5Fbei1s,Dentsu Tracking: Using Serverless to Power an EU Government Supply-Chain Control System,data_ingestion,11,13,100.0,90.0,94.74,6,13,100.0,46.15,63.16,False
RU__HBEMDvQ,BookMyShow: How BMS Scaled Data Analytics to Handle 28M Ticket Sales with Modern Data Architecture,data_ingestion,8,9,87.5,77.78,82.35,7,10,71.43,50.0,58.82,False
ruOhUEooJH0,SK Telecom: EndtoEnd Cloud Management Platform on AWS Korean,other,11,11,81.82,81.82,81.82,5,6,100.0,83.33,90.91,False
RxAmb57NCPM,Zalando: Highly Scalable Data Processing Pipeline,data_ingestion,12,13,100.0,83.33,90.91,11,12,81.82,75.0,78.26,False
S-JSSZZaa94,Samsung Health: Scaling Mobile Application Development with Amazon EKS,interactive,7,8,83.33,71.43,76.92,3,11,100.0,27.27,42.86,False
S85DeDgWQSc,San Diego Gas & Electric: Using Image Recognition and Machine Learning to Reduce Wildfire Risk,data_ingestion,10,12,90.0,81.82,85.71,10,14,70.0,50.0,58.33,False
SC6n6J8Bi58,EMnify: Building a Cloud Native Mobile Network for IoT Leveraging AWSs Global Infrastructure,interactive,10,11,75.0,75.0,75.0,13,15,53.85,46.67,50.0,False
sezX7CSbXTg,Taco Bell: Order Middleware - Enabling Delivery Orders at Massive Scale,interactive,8,7,85.71,100.0,92.31,8,8,75.0,75.0,75.0,False
SpIlpGxuwFM,Northwestern Mutual: Reducing CI CD Cycle Time with Automation Using AWS CDK Serverless Architecture,other,8,8,87.5,87.5,87.5,7,8,71.43,62.5,66.67,False
sQsAGl7mSQs,Eyeota: Scalable ML Model Lifecycle Management for Advertising Audience Discovery,data_ingestion,12,12,100.0,100.0,100.0,15,24,73.33,45.83,56.41,False
T048vs9p1h4,DBS Bank: Scalable Serverless Compute Grid on AWS,compute_intensive,12,12,87.5,87.5,87.5,10,23,80.0,34.78,48.48,False
tBavPTWewvI,ACV Auctions: Learn How ACV Scales to Serve Hundreds of Millions of Auction Requests Per Month,interactive,6,6,66.67,66.67,66.67,7,9,28.57,22.22,25.0,False
tVjrkpjWG5o,Pason Systems: Petabyte Scale Drilling Datamart on AWS LIVE,"data_ingestion,compute_intensive",8,7,80.0,66.67,72.73,7,8,14.29,12.5,13.33,False
twsGnp2X-aQ,Zillow: Building Speech Analytics Using AWS AI Services,"data_ingestion,interactive",7,7,83.33,71.43,76.92,5,8,100.0,62.5,76.92,False
U1kY6nSS2YQ,Amdocs: DevOps Ecosystem Setup for Telco using Kubernetes-Based Microservices Platform,other,12,11,77.78,100.0,87.5,4,18,75.0,16.67,27.27,False
U1P8vZTEB-k,GSR: A Crypto Market Maker and Ecosystem Partner,"compute_intensive,control",11,12,100.0,83.33,90.91,13,14,76.92,71.43,74.07,False
u3ZwnulzLnU,SonarSource: Automatic Code Analysis in the Cloud with AWS,data_ingestion,9,8,87.5,100.0,93.33,11,13,72.73,61.54,66.67,False
uBiaWJbTRsE,Western Union: Using Service Catalog to Share Applications,control,9,8,85.71,100.0,92.31,11,9,72.73,88.89,80.0,False
uhrheMJTV4A,Aizon: Seamlessly Integrating Data to Deliver Actionable Insights in Highly Regulated Industries,data_ingestion,11,11,81.82,81.82,81.82,10,15,70.0,46.67,56.0,False
Ujs9o3CXUTU,Telefónica Tech AI of Things: Providing Data Insights and ML to Organizations with AI Suite (Span.),other,11,8,63.64,87.5,73.68,6,2,16.67,50.0,25.0,False
uMX94Mn9u-4,Kmong: Enhancing Security by Leveraging AWSs Security EPICs Acceleration Program Korean,control,10,10,100.0,100.0,100.0,0,10,0.0,0.0,0.0,False
unF9tdYjqvU,Nexthink: Going Global with Amazon API Gateway AWS Transit Gateway AWS Lambda and Amazon DynamoDB,other,11,7,100.0,100.0,100.0,9,8,77.78,87.5,82.35,False
unFVfqj9cQ8,Contino: Measuring and Communicating The Business Impact of Landing Zones with Flight Controller,data_ingestion,7,8,100.0,87.5,93.33,5,7,100.0,71.43,83.33,False
uOSpWdAyrZo,HBO Max: Automating Remediation of AWS Resource Misconfigurations,control,8,8,100.0,100.0,100.0,8,7,87.5,100.0,93.33,False
UsngU-HjH_Q,ViacomCBS: Multiplatform Distribution Powered by AWS,control,12,9,77.78,77.78,77.78,10,10,10.0,10.0,10.0,False
vb-o1DvvHxk,Enoptea: PHP Layer for AWS Lambda French,"data_ingestion,interactive",11,10,88.89,88.89,88.89,14,11,57.14,72.73,64.0,False
vp8oPiHN4cA,Novartis - Buying Engine: AI-powered Procurement Portal,"data_ingestion,interactive",9,14,100.0,90.0,94.74,12,19,41.67,26.32,32.26,False
vr00Jg_G6qs,Orion Health: Digital Front Door  Intelligently ConnectingConsumersto their Healthcare,data_ingestion,14,11,70.0,87.5,77.78,12,14,33.33,28.57,30.77,False
w-qGSyzDL6g,Zillow: Near Real-Time Natural Language Processing (NLP) for Customer Interactions,data_ingestion,11,12,100.0,81.82,90.0,10,16,70.0,43.75,53.85,False
W96L6ICcF3s,Samsung Electronics: Samsung Developer Portal Using Serverless Container Services,interactive,7,7,80.0,80.0,80.0,3,0,0.0,0.0,0.0,True
wbh51O3QrE4,Mahindra Electric: Building a Connected Electric Vehicle Platform on AWS,data_ingestion,10,10,60.0,60.0,60.0,11,10,36.36,40.0,38.1,False
wE3TmHxyRdA,Innovapost: Scaling to 5M Package Deliveries with Serverless,control,8,8,100.0,100.0,100.0,9,9,100.0,100.0,100.0,False
wjtSHyENv0I,"Main Street America Insurance: The Independent Agent Portal, Breaking up the Monolith",interactive,8,8,85.71,85.71,85.71,7,14,71.43,35.71,47.62,False
WS2Qgx0qgCM,Airbnb: Securing MultiTenant Kubernetes Clusters at Scale,control,6,6,100.0,100.0,100.0,7,8,100.0,87.5,93.33,False
WtCfHP6rUAY,Coople: Serverless CQRS and Event Sourcing,"interactive,control",10,11,83.33,71.43,76.92,10,13,70.0,53.85,60.87,False
wtl7CrSQnHA,Fresenius Medical Care: Enabling Patient Care Solutions with Near Real-Time Data-Driven Insights,data_ingestion,12,12,87.5,70.0,77.78,8,14,50.0,28.57,36.36,False
Wur1GWB03hk,Lockheed Martin: Using Alexa for Business to Securely Access Program Management Status,interactive,9,9,100.0,100.0,100.0,4,14,100.0,28.57,44.44,False
ww5fiygF6eg,Marathon Oil: Automating Drone Image Processing to Monitor Equipment Health,"data_ingestion,interactive",7,10,85.71,85.71,85.71,7,20,57.14,20.0,29.63,False
WxMBuBBIwpI,NextRoll: Driving OpEx Efficiency for Ad Bidding Engines LIVE,data_ingestion,6,6,83.33,83.33,83.33,5,7,80.0,57.14,66.67,False
WYK-smWKywA,SGX: Building & Securing a One Stop App for Retail Investors on AWS,interactive,12,11,75.0,81.82,78.26,11,23,72.73,34.78,47.06,False
X3mC6Yfd138,PredictHQ: Global Demand Intelligence for Data at Hyperscale,data_ingestion,10,9,50.0,66.67,57.14,5,10,0.0,0.0,0.0,False
x76BIV88j_M,Cabify: Building a Massively Scalable Ride-Sharing Mobile App with Containers (Spanish),interactive,7,8,100.0,100.0,100.0,8,11,75.0,54.55,63.16,False
XG6mHvi4eNU,Avaloq: Automating the Provisioning of a Bank-in-a-Box in Minutes Using Amazon EKS,control,7,6,100.0,100.0,100.0,6,10,100.0,60.0,75.0,False
XGVWdSnml6A,Toyota Research Institute: On-Demand Self-Service Portal for Data Scientists to Process Data Sets,compute_intensive,8,7,62.5,71.43,66.67,7,8,28.57,25.0,26.67,False
Xi6tDqctLsY,Salary Overflow: Bringing Transparency to Tech Salaries,interactive,8,8,100.0,100.0,100.0,10,16,100.0,62.5,76.92,False
XmIhHtPJWog,HDI Group: Automated Security and Compliance Issue Remediation Using Cloud Native Services,interactive,10,10,100.0,100.0,100.0,10,10,100.0,100.0,100.0,False
XpFNznmRoQ0,Healthfirst: Wrangling Data the Event Driven Way,data_ingestion,14,12,72.73,88.89,80.0,14,16,78.57,68.75,73.33,False
XqsgQxyZ2Tw,1plusX: A RealTime Data Management Platform on AWS,data_ingestion,10,11,60.0,60.0,60.0,11,16,18.18,12.5,14.81,False
XUCGMzLx8wY,Mytona: How a ML Recommendation System was Built for Gaming,data_ingestion,7,8,100.0,87.5,93.33,8,9,50.0,44.44,47.06,False
YiOTd6IfGoU,Go Global: Processing Tens of Different Event Types on a Generic Data Lake Architecture (Hebrew),data_ingestion,12,12,81.82,81.82,81.82,11,13,72.73,61.54,66.67,False
Yju3yReAQtc,Fortinet Uses AWS Serverless to Provide a Highly Available ControlPlane for their FortiWeb CloudWAF,interactive,13,7,75.0,85.71,80.0,6,7,50.0,42.86,46.15,False
YlGUMhls9ZA,Veolia: Serverless Solution for Cost Optimization on AWS (French),compute_intensive,14,14,100.0,100.0,100.0,14,18,92.86,72.22,81.25,False
YosezjoL4MU,Korean Airline: Data Warehouse Modernization on AWS Korean,control,11,12,100.0,91.67,95.65,6,11,100.0,54.55,70.59,False
yPJf85tjv6M,HK01: Serverless Analytics for Clickstreams Analysis (Cantonese),data_ingestion,11,11,100.0,88.89,94.12,10,13,80.0,61.54,69.57,False
YrEc8oMIxDs,Thales: Automate Security Threat Detection and Remediation with AWS Security Services French,data_ingestion,10,10,100.0,100.0,100.0,9,14,100.0,64.29,78.26,False
YV8e36ZywLk,Syntax: Extract and Leverage SAP Data with AWS Services,other,5,5,80.0,80.0,80.0,4,4,0.0,0.0,0.0,False
yXpd8gPfows,Inawisdom: How Insurance Companies are Using IDP to Optimize Document Processing,compute_intensive,9,9,100.0,100.0,100.0,11,19,100.0,57.89,73.33,False
ZCj2wuKBBu4,Nike: A Social Graph at Scale with Amazon Neptune,data_ingestion,7,9,85.71,75.0,80.0,6,9,50.0,33.33,40.0,False
zhCNn7v7mvs,CM Group: Building an Available Scalable Reliable Email Delivery System,interactive,9,8,85.71,85.71,85.71,10,11,70.0,63.64,66.67,False
ZNt9qI_LlPk,Autodesk Data Platform: Product Usage RealTime Analytics Using an Event Driven Architecture,data_ingestion,7,5,83.33,100.0,90.91,9,10,55.56,50.0,52.63,False
ZPsBzAwJzoI,NAGRA: NexGuard Watermarking for Securing Streaming Content Using AWS,interactive,12,12,75.0,81.82,78.26,12,17,66.67,47.06,55.17,False
zqiNLMmEeSo,CloudPlex Media: FullyManaged Serverless Online Video Platform on AWS Korean,interactive,11,10,100.0,100.0,100.0,0,0,0.0,0.0,0.0,True
